# BANNER FILE NOT PROVIDED (-b option)
# BULK_EXTRACTOR-Version: 2.0.3
# Feature-Recorder: tcp
# Filename: otw_pt2.pcapng
# Histogram-File-Version: 1.1
n=1402	20.10.16.51 443 -> 192.168.125.132 58170 (TCP)
n=18	192.168.125.132 42450 -> 142.250.102.157 443 (TCP)
n=18	192.168.125.132 44254 -> 142.250.179.130 443 (TCP)
n=18	192.168.125.132 48198 -> 142.250.179.164 443 (UDP)
n=18	192.168.125.132 49358 -> 204.79.197.200 443 (TCP)
n=18	192.168.125.132 53180 -> 68.219.88.97 443 (TCP)
n=18	192.168.125.132 53244 -> 68.219.88.97 443 (TCP)
n=18	192.168.125.132 55202 -> 172.66.40.240 443 (UDP)
n=18	192.168.125.132 58222 -> 20.10.16.51 443 (TCP)
n=18	192.168.125.132 58440 -> 142.250.179.164 443 (TCP)
n=18	199.232.149.140 443 -> 192.168.125.132 50276 (TCP)
n=18	216.239.34.36 443 -> 192.168.125.132 49024 (TCP)
n=18	3.215.204.133 443 -> 192.168.125.132 54500 (TCP)
n=18	35.174.127.31 443 -> 192.168.125.132 48078 (TCP)
n=18	51.11.20.152 443 -> 192.168.125.132 55856 (TCP)
n=18	52.5.50.149 443 -> 192.168.125.132 49686 (TCP)
n=17	142.250.102.157 443 -> 192.168.125.132 42312 (TCP)
n=17	142.250.102.157 443 -> 192.168.125.132 42450 (TCP)
n=17	142.250.179.130 443 -> 192.168.125.132 44254 (TCP)
n=17	142.250.179.164 443 -> 192.168.125.132 58440 (TCP)
n=17	192.168.125.132 25 -> 192.168.125.1 59699 (TCP)
n=17	192.168.125.132 25 -> 192.168.125.1 59700 (TCP)
n=17	192.168.125.132 33868 -> 142.251.36.3 443 (TCP)
n=17	192.168.125.132 33998 -> 157.240.201.35 443 (TCP)
n=17	192.168.125.132 38872 -> 142.251.36.40 443 (TCP)
n=17	192.168.125.132 42864 -> 18.211.67.189 443 (TCP)
n=17	192.168.125.132 47992 -> 35.71.131.137 443 (TCP)
n=17	192.168.125.132 48078 -> 35.174.127.31 443 (TCP)
n=17	192.168.125.132 49378 -> 34.251.43.91 443 (TCP)
n=17	192.168.125.132 59896 -> 52.222.139.53 443 (TCP)
n=17	204.79.197.200 443 -> 192.168.125.132 49358 (TCP)
n=17	68.219.88.97 443 -> 192.168.125.132 53180 (TCP)
n=17	68.219.88.97 443 -> 192.168.125.132 53244 (TCP)
n=16	142.251.36.3 443 -> 192.168.125.132 33868 (TCP)
n=16	142.251.36.40 443 -> 192.168.125.132 38872 (TCP)
n=16	157.240.201.35 443 -> 192.168.125.132 33998 (TCP)
n=16	18.211.67.189 443 -> 192.168.125.132 42864 (TCP)
n=16	192.168.125.132 35622 -> 142.251.36.40 443 (UDP)
n=16	192.168.125.132 44306 -> 142.250.179.130 443 (TCP)
n=16	192.168.125.132 49990 -> 216.58.208.99 443 (TCP)
n=16	192.168.125.132 53004 -> 157.240.247.35 443 (TCP)
n=16	192.168.125.132 54162 -> 188.114.96.0 443 (TCP)
n=16	192.168.125.132 56092 -> 18.239.67.100 443 (TCP)
n=16	192.168.125.132 57846 -> 18.239.18.54 443 (TCP)
n=16	192.168.125.132 58476 -> 142.250.179.164 443 (TCP)
n=16	192.168.125.132 58600 -> 142.250.179.164 443 (TCP)
n=16	192.168.125.132 59689 -> 104.80.228.192 443 (UDP)
n=16	192.168.125.132 59754 -> 104.80.228.192 443 (TCP)
n=16	216.239.32.36 443 -> 192.168.125.132 55521 (UDP)
n=16	35.174.127.31 443 -> 192.168.125.132 47746 (TCP)
n=16	35.71.131.137 443 -> 192.168.125.132 47992 (TCP)
n=16	44.217.105.24 443 -> 192.168.125.132 36444 (TCP)
n=16	52.222.139.53 443 -> 192.168.125.132 59896 (TCP)
n=15	104.80.228.192 443 -> 192.168.125.132 59754 (TCP)
n=15	142.250.179.130 443 -> 192.168.125.132 44306 (TCP)
n=15	142.250.179.164 443 -> 192.168.125.132 58476 (TCP)
n=15	142.250.179.164 443 -> 192.168.125.132 58600 (TCP)
n=15	157.240.247.35 443 -> 192.168.125.132 53004 (TCP)
n=15	18.239.18.54 443 -> 192.168.125.132 57846 (TCP)
n=15	188.114.96.0 443 -> 192.168.125.132 54162 (TCP)
n=15	192.168.125.132 40158 -> 142.250.179.138 443 (TCP)
n=15	192.168.125.132 40794 -> 142.251.36.10 443 (TCP)
n=15	192.168.125.132 41076 -> 104.18.130.236 443 (TCP)
n=15	192.168.125.132 43482 -> 185.15.59.224 443 (TCP)
n=15	192.168.125.132 50304 -> 199.232.149.140 443 (TCP)
n=15	192.168.125.132 57564 -> 23.38.30.245 443 (TCP)
n=15	20.10.16.51 443 -> 192.168.125.132 58168 (TCP)
n=15	216.58.208.99 443 -> 192.168.125.132 49990 (TCP)
n=15	34.251.43.91 443 -> 192.168.125.132 49378 (TCP)
n=14	104.18.130.236 443 -> 192.168.125.132 41076 (TCP)
n=14	142.250.179.138 443 -> 192.168.125.132 40158 (TCP)
n=14	142.251.36.10 443 -> 192.168.125.132 40794 (TCP)
n=14	18.239.67.100 443 -> 192.168.125.132 56092 (TCP)
n=14	192.168.125.132 47746 -> 35.174.127.31 443 (TCP)
n=14	192.168.125.132 48110 -> 104.126.120.132 443 (TCP)
n=14	192.168.125.132 50984 -> 18.239.83.59 443 (TCP)
n=14	192.168.125.132 54732 -> 216.239.36.54 443 (TCP)
n=14	192.168.125.132 58168 -> 20.10.16.51 443 (TCP)
n=14	199.232.149.140 443 -> 192.168.125.132 50304 (TCP)
n=14	23.38.30.245 443 -> 192.168.125.132 57564 (TCP)
n=13	172.66.40.240 443 -> 192.168.125.132 36388 (UDP)
n=13	172.66.40.240 443 -> 192.168.125.132 42632 (UDP)
n=13	18.239.83.59 443 -> 192.168.125.132 50984 (TCP)
n=13	185.15.59.224 443 -> 192.168.125.132 43482 (TCP)
n=13	192.168.125.132 41090 -> 104.18.130.236 443 (TCP)
n=13	192.168.125.132 43174 -> 34.249.203.210 443 (TCP)
n=13	192.168.125.132 45742 -> 172.66.40.240 443 (TCP)
n=13	192.168.125.132 49854 -> 52.5.50.149 443 (TCP)
n=13	192.168.125.132 56118 -> 185.15.59.240 443 (TCP)
n=13	192.168.125.132 56280 -> 18.239.94.93 443 (TCP)
n=13	192.168.125.132 58176 -> 20.10.16.51 443 (TCP)
n=13	192.168.125.132 59752 -> 104.80.228.192 443 (TCP)
n=13	20.10.16.51 443 -> 192.168.125.132 58176 (TCP)
n=13	216.239.36.54 443 -> 192.168.125.132 34406 (UDP)
n=13	216.239.36.54 443 -> 192.168.125.132 54732 (TCP)
n=12	104.126.120.132 443 -> 192.168.125.132 48110 (TCP)
n=12	104.18.130.236 443 -> 192.168.125.132 41090 (TCP)
n=12	104.80.228.192 443 -> 192.168.125.132 59752 (TCP)
n=12	172.66.40.240 443 -> 192.168.125.132 43437 (UDP)
n=12	172.66.40.240 443 -> 192.168.125.132 45742 (TCP)
n=12	18.239.94.93 443 -> 192.168.125.132 56280 (TCP)
n=12	192.168.125.1 59770 -> 192.168.125.132 25 (TCP)
n=12	192.168.125.132 34406 -> 216.239.36.54 443 (UDP)
n=12	192.168.125.132 42130 -> 18.238.246.206 80 (TCP)
n=12	192.168.125.132 45730 -> 172.66.40.240 443 (TCP)
n=12	192.168.125.132 45746 -> 172.66.40.240 443 (TCP)
n=12	192.168.125.132 49852 -> 52.5.50.149 443 (TCP)
n=12	192.168.125.132 58026 -> 172.217.23.195 80 (TCP)
n=12	216.239.32.36 443 -> 192.168.125.132 42999 (UDP)
n=12	34.249.203.210 443 -> 192.168.125.132 43174 (TCP)
n=12	52.5.50.149 443 -> 192.168.125.132 49854 (TCP)
n=11	172.66.40.240 443 -> 192.168.125.132 45730 (TCP)
n=11	172.66.40.240 443 -> 192.168.125.132 45746 (TCP)
n=11	185.15.59.240 443 -> 192.168.125.132 56118 (TCP)
n=11	192.168.125.1 59699 -> 192.168.125.132 25 (TCP)
n=11	192.168.125.1 59700 -> 192.168.125.132 25 (TCP)
n=11	192.168.125.1 59806 -> 192.168.125.132 25 (TCP)
n=11	192.168.125.132 44022 -> 52.35.106.93 443 (TCP)
n=11	192.168.125.132 58696 -> 142.251.36.10 443 (UDP)
n=11	52.5.50.149 443 -> 192.168.125.132 49852 (TCP)
n=10	142.251.36.10 443 -> 192.168.125.132 58696 (UDP)
n=10	172.217.23.195 80 -> 192.168.125.132 58026 (TCP)
n=10	18.238.246.206 80 -> 192.168.125.132 42130 (TCP)
n=10	18.239.18.71 443 -> 192.168.125.132 49620 (UDP)
n=10	192.168.125.132 42190 -> 18.238.246.206 80 (TCP)
n=10	192.168.125.132 42999 -> 216.239.32.36 443 (UDP)
n=10	192.168.125.132 49300 -> 204.79.197.200 443 (TCP)
n=10	192.168.125.132 49724 -> 104.80.228.132 443 (TCP)
n=10	192.168.125.132 58052 -> 172.217.23.195 80 (TCP)
n=10	192.168.125.132 59712 -> 18.239.18.54 443 (UDP)
n=10	52.35.106.93 443 -> 192.168.125.132 44022 (TCP)
n=9	104.80.228.132 443 -> 192.168.125.132 49724 (TCP)
n=9	192.168.125.132 36388 -> 172.66.40.240 443 (UDP)
n=9	204.79.197.200 443 -> 192.168.125.132 49300 (TCP)
n=8	157.240.201.35 443 -> 192.168.125.132 46123 (UDP)
n=8	157.240.247.35 443 -> 192.168.125.132 54856 (UDP)
n=8	172.217.23.195 80 -> 192.168.125.132 58052 (TCP)
n=8	18.238.246.206 80 -> 192.168.125.132 42190 (TCP)
n=8	18.239.67.100 443 -> 192.168.125.132 55974 (TCP)
n=8	18.239.67.100 443 -> 192.168.125.132 55986 (TCP)
n=8	192.168.125.132 49620 -> 18.239.18.71 443 (UDP)
n=8	192.168.125.132 49866 -> 104.80.228.132 443 (TCP)
n=8	192.168.125.132 55521 -> 216.239.32.36 443 (UDP)
n=8	192.168.125.132 55974 -> 18.239.67.100 443 (TCP)
n=8	192.168.125.132 55986 -> 18.239.67.100 443 (TCP)
n=8	192.168.125.132 57860 -> 172.217.23.195 80 (TCP)
n=7	104.126.120.132 443 -> 192.168.125.132 48028 (TCP)
n=7	104.80.228.132 443 -> 192.168.125.132 49866 (TCP)
n=7	142.250.102.157 443 -> 192.168.125.132 40031 (UDP)
n=7	172.217.23.195 80 -> 192.168.125.132 57860 (TCP)
n=7	172.66.40.240 443 -> 192.168.125.132 56815 (UDP)
n=7	18.238.246.206 80 -> 192.168.125.132 42008 (TCP)
n=7	192.168.125.132 42008 -> 18.238.246.206 80 (TCP)
n=7	192.168.125.132 42632 -> 172.66.40.240 443 (UDP)
n=7	192.168.125.132 48028 -> 104.126.120.132 443 (TCP)
n=7	216.239.32.36 443 -> 192.168.125.132 40782 (UDP)
n=7	35.244.142.80 443 -> 192.168.125.132 39222 (UDP)
n=6	142.251.36.14 443 -> 192.168.125.132 43572 (UDP)
n=6	142.251.36.3 443 -> 192.168.125.132 33786 (TCP)
n=6	142.251.36.3 443 -> 192.168.125.132 38230 (UDP)
n=6	172.217.168.195 443 -> 192.168.125.132 44236 (TCP)
n=6	172.217.168.195 443 -> 192.168.125.132 44238 (TCP)
n=6	172.217.23.206 443 -> 192.168.125.132 59334 (TCP)
n=6	18.238.246.206 80 -> 192.168.125.132 42048 (TCP)
n=6	192.168.125.132 33786 -> 142.251.36.3 443 (TCP)
n=6	192.168.125.132 39222 -> 35.244.142.80 443 (UDP)
n=6	192.168.125.132 42048 -> 18.238.246.206 80 (TCP)
n=6	192.168.125.132 43437 -> 172.66.40.240 443 (UDP)
n=6	192.168.125.132 44236 -> 172.217.168.195 443 (TCP)
n=6	192.168.125.132 44238 -> 172.217.168.195 443 (TCP)
n=6	192.168.125.132 46123 -> 157.240.201.35 443 (UDP)
n=6	192.168.125.132 50772 -> 34.227.35.193 443 (TCP)
n=6	192.168.125.132 54722 -> 76.76.21.9 443 (TCP)
n=6	192.168.125.132 54856 -> 157.240.247.35 443 (UDP)
n=6	192.168.125.132 59334 -> 172.217.23.206 443 (TCP)
n=6	34.107.243.93 443 -> 192.168.125.132 56910 (TCP)
n=6	34.227.35.193 443 -> 192.168.125.132 50772 (TCP)
n=6	76.76.21.9 443 -> 192.168.125.132 54722 (TCP)
n=5	104.110.191.34 443 -> 192.168.125.132 38758 (TCP)
n=5	104.110.191.48 443 -> 192.168.125.132 49848 (TCP)
n=5	104.80.228.132 443 -> 192.168.125.132 49540 (TCP)
n=5	192.168.125.132 38230 -> 142.251.36.3 443 (UDP)
n=5	192.168.125.132 38758 -> 104.110.191.34 443 (TCP)
n=5	192.168.125.132 40031 -> 142.250.102.157 443 (UDP)
n=5	192.168.125.132 40782 -> 216.239.32.36 443 (UDP)
n=5	192.168.125.132 43572 -> 142.251.36.14 443 (UDP)
n=5	192.168.125.132 49540 -> 104.80.228.132 443 (TCP)
n=5	192.168.125.132 49742 -> 192.168.125.2 53 (UDP)
n=5	192.168.125.132 49848 -> 104.110.191.48 443 (TCP)
n=5	192.168.125.132 56910 -> 34.107.243.93 443 (TCP)
n=5	192.168.125.2 53 -> 192.168.125.132 49742 (UDP)
n=4	104.110.191.49 443 -> 192.168.125.132 40906 (TCP)
n=4	142.250.179.164 443 -> 192.168.125.132 58324 (TCP)
n=4	142.251.36.8 443 -> 192.168.125.132 60986 (TCP)
n=4	151.101.0.114 443 -> 192.168.125.132 48794 (TCP)
n=4	151.101.0.114 443 -> 192.168.125.132 48808 (TCP)
n=4	172.66.40.240 443 -> 192.168.125.132 45644 (TCP)
n=4	18.222.86.194 443 -> 192.168.125.132 34420 (TCP)
n=4	18.239.36.79 443 -> 192.168.125.132 59558 (TCP)
n=4	18.239.50.29 443 -> 192.168.125.132 52076 (TCP)
n=4	18.65.39.5 443 -> 192.168.125.132 51752 (TCP)
n=4	18.65.40.63 443 -> 192.168.125.132 59522 (TCP)
n=4	188.114.96.0 443 -> 192.168.125.132 54038 (TCP)
n=4	188.114.96.0 443 -> 192.168.125.132 54046 (TCP)
n=4	192.168.125.1 5353 -> 224.0.0.251 5353 (UDP)
n=4	192.168.125.132 34420 -> 18.222.86.194 443 (TCP)
n=4	192.168.125.132 37782 -> 54.225.37.209 443 (TCP)
n=4	192.168.125.132 40906 -> 104.110.191.49 443 (TCP)
n=4	192.168.125.132 45644 -> 172.66.40.240 443 (TCP)
n=4	192.168.125.132 46936 -> 142.251.36.8 443 (UDP)
n=4	192.168.125.132 47880 -> 35.71.131.137 443 (TCP)
n=4	192.168.125.132 48794 -> 151.101.0.114 443 (TCP)
n=4	192.168.125.132 48808 -> 151.101.0.114 443 (TCP)
n=4	192.168.125.132 49132 -> 204.79.197.200 443 (TCP)
n=4	192.168.125.132 51752 -> 18.65.39.5 443 (TCP)
n=4	192.168.125.132 52076 -> 18.239.50.29 443 (TCP)
n=4	192.168.125.132 53014 -> 68.219.88.97 443 (TCP)
n=4	192.168.125.132 54038 -> 188.114.96.0 443 (TCP)
n=4	192.168.125.132 54046 -> 188.114.96.0 443 (TCP)
n=4	192.168.125.132 58324 -> 142.250.179.164 443 (TCP)
n=4	192.168.125.132 59522 -> 18.65.40.63 443 (TCP)
n=4	192.168.125.132 59558 -> 18.239.36.79 443 (TCP)
n=4	192.168.125.132 59780 -> 52.222.139.53 443 (TCP)
n=4	192.168.125.132 60986 -> 142.251.36.8 443 (TCP)
n=4	204.79.197.200 443 -> 192.168.125.132 49132 (TCP)
n=4	35.201.112.186 443 -> 192.168.125.132 57742 (UDP)
n=4	35.71.131.137 443 -> 192.168.125.132 47880 (TCP)
n=4	52.222.139.53 443 -> 192.168.125.132 59780 (TCP)
n=4	54.225.37.209 443 -> 192.168.125.132 37782 (TCP)
n=4	68.219.88.97 443 -> 192.168.125.132 53014 (TCP)
n=3	142.250.102.157 443 -> 192.168.125.132 46752 (UDP)
n=3	142.250.179.130 443 -> 192.168.125.132 44353 (UDP)
n=3	142.250.179.130 443 -> 192.168.125.132 60280 (UDP)
n=3	142.250.179.164 443 -> 192.168.125.132 48871 (UDP)
n=3	142.250.179.164 443 -> 192.168.125.132 55809 (UDP)
n=3	142.251.36.10 443 -> 192.168.125.132 38806 (UDP)
n=3	142.251.36.14 443 -> 192.168.125.132 53471 (UDP)
n=3	142.251.36.8 443 -> 192.168.125.132 46936 (UDP)
n=3	172.217.168.194 443 -> 192.168.125.132 39164 (UDP)
n=3	172.217.168.194 443 -> 192.168.125.132 44701 (UDP)
n=3	192.168.125.132 35629 -> 216.58.208.99 443 (UDP)
n=3	192.168.125.132 38806 -> 142.251.36.10 443 (UDP)
n=3	192.168.125.132 39164 -> 172.217.168.194 443 (UDP)
n=3	192.168.125.132 44353 -> 142.250.179.130 443 (UDP)
n=3	192.168.125.132 44701 -> 172.217.168.194 443 (UDP)
n=3	192.168.125.132 46752 -> 142.250.102.157 443 (UDP)
n=3	192.168.125.132 48871 -> 142.250.179.164 443 (UDP)
n=3	192.168.125.132 53471 -> 142.251.36.14 443 (UDP)
n=3	192.168.125.132 55809 -> 142.250.179.164 443 (UDP)
n=3	192.168.125.132 56815 -> 172.66.40.240 443 (UDP)
n=3	192.168.125.132 57742 -> 35.201.112.186 443 (UDP)
n=3	192.168.125.132 60280 -> 142.250.179.130 443 (UDP)
n=3	216.58.208.99 443 -> 192.168.125.132 35629 (UDP)
n=2	192.168.125.132 33453 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 33862 -> 142.251.36.3 443 (TCP)
n=2	192.168.125.132 34792 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 34815 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 34859 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 35060 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 35110 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 35127 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 36129 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 36852 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 37459 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 38717 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 38814 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 38888 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 39261 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 40706 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 41084 -> 104.18.130.236 443 (TCP)
n=2	192.168.125.132 41298 -> 18.239.50.97 443 (TCP)
n=2	192.168.125.132 41300 -> 18.239.50.97 443 (TCP)
n=2	192.168.125.132 41392 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 41571 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 41618 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 41778 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 41929 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 41954 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 42352 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 42510 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 43113 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 43317 -> 192.168.125.2 53 (UDP)
n=2	192.168.125.132 43438 -> 192.168.125.2 53 (UDP)
