# BANNER FILE NOT PROVIDED (-b option)
# BULK_EXTRACTOR-Version: 2.0.3
# Feature-Recorder: domain
# Filename: otw_pt2.pcapng
# Feature-File-Version: 1.1
9445511-BASE64-657	www.iec.ch	\000\000\000\000\026IEC http://www.iec.ch\000\000\000\000\000\000\000\000\000\000\000\026IEC 
4559800	crt.r2m01.amazontrust.com	\006\001\005\005\0070\002\206*http://crt.r2m01.amazontrust.com/r2m01.cer0\014\006\003U\035
4561362	ocsp.rootca1.amazontrust.com	\006\001\005\005\0070\001\206#http://ocsp.rootca1.amazontrust.com0:\006\010+\006\001\005\005\0070\002\206.ht
4561411	crt.rootca1.amazontrust.com	\006\001\005\005\0070\002\206.http://crt.rootca1.amazontrust.com/rootca1.cer0?\006\003
4561476	crl.rootca1.amazontrust.com	604\2402\2400\206.http://crl.rootca1.amazontrust.com/rootca1.crl0\023\006\003
4562634	ocsp.rootg2.amazontrust.com	\006\001\005\005\0070\001\206"http://ocsp.rootg2.amazontrust.com08\006\010+\006\001\005\005\0070\002\206,ht
4562682	crt.rootg2.amazontrust.com	\006\001\005\005\0070\002\206,http://crt.rootg2.amazontrust.com/rootg2.cer0=\006\003U
4562745	crl.rootg2.amazontrust.com	402\2400\240.\206,http://crl.rootg2.amazontrust.com/rootg2.crl0\021\006\003U
4564110	o.ss2.us	\006\001\005\005\0070\001\206\020http://o.ss2.us/0!\006\010+\006\001\005\005\0070\002\206\025h
4564140	x.ss2.us	\006\001\005\005\0070\002\206\025http://x.ss2.us/x.cer0&\006\003U\035\037\004\0370
4564180	s.ss2.us	\0350\033\240\031\240\027\206\025http://s.ss2.us/r.crl0\021\006\003U\035 \004\0120
4594344	secure.globalsign.com	\006\001\005\005\0070\002\206:http://secure.globalsign.com/cacert/gsgccr3d
4594416	ocsp.globalsign.com	\006\001\005\005\0070\001\206-http://ocsp.globalsign.com/gsgccr3dvtlsca2
4594502	www.globalsign.com	\001\005\005\007\002\001\026&https://www.globalsign.com/repository/0\010\006\006
4594579	crl.globalsign.com	806\2404\2402\2060http://crl.globalsign.com/gsgccr3dvtlsca2
4596305	ocsp2.globalsign.com	\006\001\005\005\0070\001\206"http://ocsp2.globalsign.com/rootr30;\006\010+\006\001\005\005
4596353	secure.globalsign.com	\006\001\005\005\0070\002\206/http://secure.globalsign.com/cacert/root-r3.
4596419	crl.globalsign.com	-0+\240)\240'\206%http://crl.globalsign.com/root-r3.crl0G\006\003
4596492	www.globalsign.com	\001\005\005\007\002\001\026&https://www.globalsign.com/repository/0\015\006\011
4635858	crl3.digicert.com	\2040@\240>\240<\206:http://crl3.digicert.com/DigiCertTLSRSAS
4635924	crl4.digicert.com	l0@\240>\240<\206:http://crl4.digicert.com/DigiCertTLSRSAS
4636019	www.digicert.com	\006\001\005\005\007\002\001\026\033http://www.digicert.com/CPS0\006\010+\006\001\005\005\007\001\001
4636076	ocsp.digicert.com0I	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0I\006\010+\006\001\005\005\0070\002\206=http
4636114	cacerts.digicert.com	\006\001\005\005\0070\002\206=http://cacerts.digicert.com/DigiCertTLSRSAS
4637747	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
4637785	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
4637856	crl3.digicert.com	907\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
4877756	crl.r2m01.amazontrust.com	200\240.\240,\206*http://crl.r2m01.amazontrust.com/r2m01.crl0\023\006\003U\035
4877849	ocsp.r2m01.amazontrust.com	\006\001\005\005\0070\001\206!http://ocsp.r2m01.amazontrust.com06\006\010+\006\001\005\005\0070\002\206*ht
4877896	crt.r2m01.amazontrust.com	\006\001\005\005\0070\002\206*http://crt.r2m01.amazontrust.com/r2m01.cer0\014\006\003U\035
4879282	ocsp.rootca1.amazontrust.com	\006\001\005\005\0070\001\206#http://ocsp.rootca1.amazontrust.com0:\006\010+\006\001\005\005\0070\002\206.ht
4879331	crt.rootca1.amazontrust.com	\006\001\005\005\0070\002\206.http://crt.rootca1.amazontrust.com/rootca1.cer0?\006\003
4879396	crl.rootca1.amazontrust.com	604\2402\2400\206.http://crl.rootca1.amazontrust.com/rootca1.crl0\023\006\003
4880466	ocsp.rootg2.amazontrust.com	\006\001\005\005\0070\001\206"http://ocsp.rootg2.amazontrust.com08\006\010+\006\001\005\005\0070\002\206,ht
4880514	crt.rootg2.amazontrust.com	\006\001\005\005\0070\002\206,http://crt.rootg2.amazontrust.com/rootg2.cer0=\006\003U
4880577	crl.rootg2.amazontrust.com	402\2400\240.\206,http://crl.rootg2.amazontrust.com/rootg2.crl0\021\006\003U
4881854	o.ss2.us	\006\001\005\005\0070\001\206\020http://o.ss2.us/0!\006\010+\006\001\005\005\0070\002\206\025h
4881884	x.ss2.us	\006\001\005\005\0070\002\206\025http://x.ss2.us/x.cer0&\006\003U\035\037\004\0370
4881924	s.ss2.us	\0350\033\240\031\240\027\206\025http://s.ss2.us/r.crl0\021\006\003U\035 \004\0120
5183754	www.microsoft.com	\006\001\005\005\0070\002\206ahttp://www.microsoft.com/pkiops/certs/Mi
5183865	oneocsp.microsoft.com	\006\001\005\005\0070\001\206!http://oneocsp.microsoft.com/ocsp0\035\006\003U\035\016\004\026\004\024
5185333	www.microsoft.com	[0Y\240W\240U\206Shttp://www.microsoft.com/pkiops/crl/Micr
5187390	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
5187428	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
5187499	crl3.digicert.com	r07\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
5187556	crl4.digicert.com	l07\2405\2403\2061http://crl4.digicert.com/DigiCertGlobalR
5210608	crl.r2m01.amazontrust.com	200\240.\240,\206*http://crl.r2m01.amazontrust.com/r2m01.crl0\023\006\003U\035
5210701	ocsp.r2m01.amazontrust.com	\006\001\005\005\0070\001\206!http://ocsp.r2m01.amazontrust.com06\006\010+\006\001\005\005\0070\002\206*ht
5210748	crt.r2m01.amazontrust.com	\006\001\005\005\0070\002\206*http://crt.r2m01.amazontrust.com/r2m01.cer0\014\006\003U\035
5212310	ocsp.rootca1.amazontrust.com	\006\001\005\005\0070\001\206#http://ocsp.rootca1.amazontrust.com0:\006\010+\006\001\005\005\0070\002\206.ht
5212359	crt.rootca1.amazontrust.com	\006\001\005\005\0070\002\206.http://crt.rootca1.amazontrust.com/rootca1.cer0?\006\003
5212424	crl.rootca1.amazontrust.com	604\2402\2400\206.http://crl.rootca1.amazontrust.com/rootca1.crl0\023\006\003
5213494	ocsp.rootg2.amazontrust.com	\006\001\005\005\0070\001\206"http://ocsp.rootg2.amazontrust.com08\006\010+\006\001\005\005\0070\002\206,ht
5213542	crt.rootg2.amazontrust.com	\006\001\005\005\0070\002\206,http://crt.rootg2.amazontrust.com/rootg2.cer0=\006\003U
5213605	crl.rootg2.amazontrust.com	402\2400\240.\206,http://crl.rootg2.amazontrust.com/rootg2.crl0\021\006\003U
5214990	o.ss2.us	\006\001\005\005\0070\001\206\020http://o.ss2.us/0!\006\010+\006\001\005\005\0070\002\206\025h
5215020	x.ss2.us	\006\001\005\005\0070\002\206\025http://x.ss2.us/x.cer0&\006\003U\035\037\004\0370
5215060	s.ss2.us	\0350\033\240\031\240\027\206\025http://s.ss2.us/r.crl0\021\006\003U\035 \004\0120
5228108	crl.r2m01.amazontrust.com	200\240.\240,\206*http://crl.r2m01.amazontrust.com/r2m01.crl0\023\006\003U\035
5228201	ocsp.r2m01.amazontrust.com	\006\001\005\005\0070\001\206!http://ocsp.r2m01.amazontrust.com06\006\010+\006\001\005\005\0070\002\206*ht
5228248	crt.r2m01.amazontrust.com	\006\001\005\005\0070\002\206*http://crt.r2m01.amazontrust.com/r2m01.cer0\014\006\003U\035
5229634	ocsp.rootca1.amazontrust.com	\006\001\005\005\0070\001\206#http://ocsp.rootca1.amazontrust.com0:\006\010+\006\001\005\005\0070\002\206.ht
5229683	crt.rootca1.amazontrust.com	\006\001\005\005\0070\002\206.http://crt.rootca1.amazontrust.com/rootca1.cer0?\006\003
5229748	crl.rootca1.amazontrust.com	604\2402\2400\206.http://crl.rootca1.amazontrust.com/rootca1.crl0\023\006\003
5231770	ocsp.rootg2.amazontrust.com	\006\001\005\005\0070\001\206"http://ocsp.rootg2.amazontrust.com08\006\010+\006\001\005\005\0070\002\206,ht
5231818	crt.rootg2.amazontrust.com	\006\001\005\005\0070\002\206,http://crt.rootg2.amazontrust.com/rootg2.cer0=\006\003U
5231881	crl.rootg2.amazontrust.com	402\2400\240.\206,http://crl.rootg2.amazontrust.com/rootg2.crl0\021\006\003U
5232982	o.ss2.us	\006\001\005\005\0070\001\206\020http://o.ss2.us/0!\006\010+\006\001\005\005\0070\002\206\025h
5233012	x.ss2.us	\006\001\005\005\0070\002\206\025http://x.ss2.us/x.cer0&\006\003U\035\037\004\0370
5233052	s.ss2.us	\0350\033\240\031\240\027\206\025http://s.ss2.us/r.crl0\021\006\003U\035 \004\0120
5599117	crl.r2m01.amazontrust.com	200\240.\240,\206*http://crl.r2m01.amazontrust.com/r2m01.crl0u\006\010+\006
5599189	ocsp.r2m01.amazontrust.com	\006\001\005\005\0070\001\206!http://ocsp.r2m01.amazontrust.com06\006\010+\006\001\005\005\0070\002\206*ht
5599236	crt.r2m01.amazontrust.com	\006\001\005\005\0070\002\206*http://crt.r2m01.amazontrust.com/r2m01.cer0\014\006\003U\035
5600797	ocsp.rootca1.amazontrust.com	\006\001\005\005\0070\001\206#http://ocsp.rootca1.amazontrust.com0:\006\010+\006\001\005\005\0070\002\206.ht
5600846	crt.rootca1.amazontrust.com	\006\001\005\005\0070\002\206.http://crt.rootca1.amazontrust.com/rootca1.cer0?\006\003
5600911	crl.rootca1.amazontrust.com	604\2402\2400\206.http://crl.rootca1.amazontrust.com/rootca1.crl0\023\006\003
5601981	ocsp.rootg2.amazontrust.com	\006\001\005\005\0070\001\206"http://ocsp.rootg2.amazontrust.com08\006\010+\006\001\005\005\0070\002\206,ht
5602029	crt.rootg2.amazontrust.com	\006\001\005\005\0070\002\206,http://crt.rootg2.amazontrust.com/rootg2.cer0=\006\003U
5602092	crl.rootg2.amazontrust.com	402\2400\240.\206,http://crl.rootg2.amazontrust.com/rootg2.crl0\021\006\003U
5603789	o.ss2.us	\006\001\005\005\0070\001\206\020http://o.ss2.us/0!\006\010+\006\001\005\005\0070\002\206\025h
5603819	x.ss2.us	\006\001\005\005\0070\002\206\025http://x.ss2.us/x.cer0&\006\003U\035\037\004\0370
5603859	s.ss2.us	\0350\033\240\031\240\027\206\025http://s.ss2.us/r.crl0\021\006\003U\035 \004\0120
6221309	crl.r2m02.amazontrust.com	200\240.\240,\206*http://crl.r2m02.amazontrust.com/r2m02.crl0\023\006\003U\035
6221402	ocsp.r2m02.amazontrust.com	\006\001\005\005\0070\001\206!http://ocsp.r2m02.amazontrust.com06\006\010+\006\001\005\005\0070\002\206*ht
6221449	crt.r2m02.amazontrust.com	\006\001\005\005\0070\002\206*http://crt.r2m02.amazontrust.com/r2m02.cer0\014\006\003U\035
6222837	ocsp.rootca1.amazontrust.com	\006\001\005\005\0070\001\206#http://ocsp.rootca1.amazontrust.com0:\006\010+\006\001\005\005\0070\002\206.ht
6222886	crt.rootca1.amazontrust.com	\006\001\005\005\0070\002\206.http://crt.rootca1.amazontrust.com/rootca1.cer0?\006\003
6222951	crl.rootca1.amazontrust.com	604\2402\2400\206.http://crl.rootca1.amazontrust.com/rootca1.crl0\023\006\003
6224197	ocsp.rootg2.amazontrust.com	\006\001\005\005\0070\001\206"http://ocsp.rootg2.amazontrust.com08\006\010+\006\001\005\005\0070\002\206,ht
6224245	crt.rootg2.amazontrust.com	\006\001\005\005\0070\002\206,http://crt.rootg2.amazontrust.com/rootg2.cer0=\006\003U
6224308	crl.rootg2.amazontrust.com	402\2400\240.\206,http://crl.rootg2.amazontrust.com/rootg2.crl0\021\006\003U
6225585	o.ss2.us	\006\001\005\005\0070\001\206\020http://o.ss2.us/0!\006\010+\006\001\005\005\0070\002\206\025h
6225615	x.ss2.us	\006\001\005\005\0070\002\206\025http://x.ss2.us/x.cer0&\006\003U\035\037\004\0370
6225655	s.ss2.us	\0350\033\240\031\240\027\206\025http://s.ss2.us/r.crl0\021\006\003U\035 \004\0120
7279435	crl3.digicert.com	\2040@\240>\240<\206:http://crl3.digicert.com/DigiCertTLSRSAS
7279501	crl4.digicert.com	l0@\240>\240<\206:http://crl4.digicert.com/DigiCertTLSRSAS
7279596	www.digicert.com	\006\001\005\005\007\002\001\026\033http://www.digicert.com/CPS0\006\010+\006\001\005\005\007\001\001
7279653	ocsp.digicert.com0I	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0I\006\010+\006\001\005\005\0070\002\206=http
7279691	cacerts.digicert.com	\006\001\005\005\0070\002\206=http://cacerts.digicert.com/DigiCertTLSRSAS
7281151	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
7281189	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
7281260	crl3.digicert.com	907\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
7373965	crl.r2m02.amazontrust.com	200\240.\240,\206*http://crl.r2m02.amazontrust.com/r2m02.crl0\023\006\003U\035
7374058	ocsp.r2m02.amazontrust.com	\006\001\005\005\0070\001\206!http://ocsp.r2m02.amazontrust.com06\006\010+\006\001\005\005\0070\002\206*ht
7374105	crt.r2m02.amazontrust.com	\006\001\005\005\0070\002\206*http://crt.r2m02.amazontrust.com/r2m02.cer0\014\006\003U\035
7375493	ocsp.rootca1.amazontrust.com	\006\001\005\005\0070\001\206#http://ocsp.rootca1.amazontrust.com0:\006\010+\006\001\005\005\0070\002\206.ht
7375542	crt.rootca1.amazontrust.com	\006\001\005\005\0070\002\206.http://crt.rootca1.amazontrust.com/rootca1.cer0?\006\003
7375607	crl.rootca1.amazontrust.com	604\2402\2400\206.http://crl.rootca1.amazontrust.com/rootca1.crl0\023\006\003
7376677	ocsp.rootg2.amazontrust.com	\006\001\005\005\0070\001\206"http://ocsp.rootg2.amazontrust.com08\006\010+\006\001\005\005\0070\002\206,ht
7376725	crt.rootg2.amazontrust.com	\006\001\005\005\0070\002\206,http://crt.rootg2.amazontrust.com/rootg2.cer0=\006\003U
7376788	crl.rootg2.amazontrust.com	402\2400\240.\206,http://crl.rootg2.amazontrust.com/rootg2.crl0\021\006\003U
7378065	o.ss2.us	\006\001\005\005\0070\001\206\020http://o.ss2.us/0!\006\010+\006\001\005\005\0070\002\206\025h
7378095	x.ss2.us	\006\001\005\005\0070\002\206\025http://x.ss2.us/x.cer0&\006\003U\035\037\004\0370
7378135	s.ss2.us	\0350\033\240\031\240\027\206\025http://s.ss2.us/r.crl0\021\006\003U\035 \004\0120
7475659	www.microsoft.com	\006\001\005\005\0070\002\206ahttp://www.microsoft.com/pkiops/certs/Mi
7475770	oneocsp.microsoft.com	\006\001\005\005\0070\001\206!http://oneocsp.microsoft.com/ocsp0\035\006\003U\035\016\004\026\004\024
7476350	www.microsoft.com	[0Y\240W\240U\206Shttp://www.microsoft.com/pkiops/crl/Micr
7476476	www.microsoft.com	\006\001\005\005\007\002\001\0263http://www.microsoft.com/pkiops/Docs/Rep
7478123	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
7478161	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
7478232	crl3.digicert.com	r07\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
7478289	crl4.digicert.com	l07\2405\2403\2061http://crl4.digicert.com/DigiCertGlobalR
7528511	www.microsoft.com	\006\001\005\005\0070\002\206ahttp://www.microsoft.com/pkiops/certs/Mi
7528622	oneocsp.microsoft.com	\006\001\005\005\0070\001\206!http://oneocsp.microsoft.com/ocsp0\035\006\003U\035\016\004\026\004\024
7529278	www.microsoft.com	[0Y\240W\240U\206Shttp://www.microsoft.com/pkiops/crl/Micr
7529404	www.microsoft.com	\006\001\005\005\007\002\001\0263http://www.microsoft.com/pkiops/Docs/Rep
7532144	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
7532182	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
7532253	crl3.digicert.com	r07\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
7532310	crl4.digicert.com	l07\2405\2403\2061http://crl4.digicert.com/DigiCertGlobalR
7538715	www.microsoft.com	\006\001\005\005\0070\002\206ahttp://www.microsoft.com/pkiops/certs/Mi
7538826	oneocsp.microsoft.com	\006\001\005\005\0070\001\206!http://oneocsp.microsoft.com/ocsp0\035\006\003U\035\016\004\026\004\024
7539394	www.microsoft.com	[0Y\240W\240U\206Shttp://www.microsoft.com/pkiops/crl/Micr
7539520	www.microsoft.com	\006\001\005\005\007\002\001\0263http://www.microsoft.com/pkiops/Docs/Rep
7542524	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
7542562	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
7542633	crl3.digicert.com	r07\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
7542690	crl4.digicert.com	l07\2405\2403\2061http://crl4.digicert.com/DigiCertGlobalR
7553702	www.microsoft.com	\006\001\005\005\0070\002\206ahttp://www.microsoft.com/pkiops/certs/Mi
7553813	oneocsp.microsoft.com	\006\001\005\005\0070\001\206!http://oneocsp.microsoft.com/ocsp0\035\006\003U\035\016\004\026\004\024
7555457	www.microsoft.com	[0Y\240W\240U\206Shttp://www.microsoft.com/pkiops/crl/Micr
7557406	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
7557444	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
7557515	crl3.digicert.com	r07\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
7557572	crl4.digicert.com	l07\2405\2403\2061http://crl4.digicert.com/DigiCertGlobalR
9443719	example.com	FROM:<0xM4hm0ud@example.com>\015\012\000\000\000|\000\000\000\006\000\000\000X\000
9444025	example.com	t TO:<CryptoCat@example.com>\015\012\000x\000\000\000\006\000\000\000X\000\000\000
9445010	example.com	ient <CryptoCat@example.com>\015\012From: Author 
9445048	example.com	thor <0xM4hm0ud@example.com>\015\012\015\012--=========
11062363	www.microsoft.com	\006\001\005\005\0070\002\206ahttp://www.microsoft.com/pkiops/certs/Mi
11062474	oneocsp.microsoft.com	\006\001\005\005\0070\001\206!http://oneocsp.microsoft.com/ocsp0\035\006\003U\035\016\004\026\004\024
11063130	www.microsoft.com	[0Y\240W\240U\206Shttp://www.microsoft.com/pkiops/crl/Micr
11063256	www.microsoft.com	\006\001\005\005\007\002\001\0263http://www.microsoft.com/pkiops/Docs/Rep
11065996	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
11066034	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
11066105	crl3.digicert.com	r07\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
11066162	crl4.digicert.com	l07\2405\2403\2061http://crl4.digicert.com/DigiCertGlobalR
11403659	crl3.digicert.com	\2040@\240>\240<\206:http://crl3.digicert.com/DigiCertTLSRSAS
11403725	crl4.digicert.com	l0@\240>\240<\206:http://crl4.digicert.com/DigiCertTLSRSAS
11403820	www.digicert.com	\006\001\005\005\007\002\001\026\033http://www.digicert.com/CPS0\006\010+\006\001\005\005\007\001\001
11403877	ocsp.digicert.com0I	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0I\006\010+\006\001\005\005\0070\002\206=http
11403915	cacerts.digicert.com	\006\001\005\005\0070\002\206=http://cacerts.digicert.com/DigiCertTLSRSAS
11405549	ocsp.digicert.com	\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
11405587	cacerts.digicert.com	\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalR
11405658	crl3.digicert.com	907\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalR
11528873	crl3.digicert.com	\360?\342\000\000\240;\2069http://crl3.digicert.com/DigicertSHA2Sec
11528938	crl4.digicert.com	l0?\240=\240;\2069http://crl4.digicert.com/DigicertSHA2Sec
